date	page	views	visitors	avg_time_sec
2023-03-21	category_gaming	700	550	41
2023-03-21	category_electronics	752	304	59
2023-03-21	landing_campaign	369	189	56
2023-03-22	home	4582	2569	69
2023-03-22	product_page	1448	648	70
2023-03-22	blog_post	843	539	119
2023-03-22	pricing	397	216	65
2023-03-22	about	250	224	57
2023-03-22	contact	90	69	35
2023-03-22	faq	121	96	75
2023-03-22	category_gaming	718	415	36
2023-03-22	category_electronics	646	320	70
2023-03-22	landing_campaign	260	109	60
2023-03-23	home	5295	4634	70
2023-03-23	product_page	1040	717	89
2023-03-23	blog_post	1121	606	121
2023-03-23	pricing	503	439	55
2023-03-23	about	219	173	73
2023-03-23	contact	106	53	10
2023-03-23	faq	137	77	65
2023-03-23	category_gaming	639	278	66
2023-03-23	category_electronics	481	387	62
2023-03-23	landing_campaign	314	234	74
2023-03-24	home	6215	2957	77
2023-03-24	product_page	1375	744	75
2023-03-24	blog_post	834	386	118
2023-03-24	pricing	497	212	21
2023-03-24	about	188	96	43
2023-03-24	contact	133	109	72
2023-03-24	faq	125	70	49
2023-03-24	category_gaming	764	374	68
2023-03-24	category_electronics	882	708	56
2023-03-24	landing_campaign	412	300	34
2023-03-25	home	3808	2873	47
2023-03-25	product_page	967	669	51
2023-03-25	blog_post	660	361	97
2023-03-25	pricing	344	155	72
2023-03-25	about	195	114	106
2023-03-25	contact	87	54	74
2023-03-25	faq	116	88	67
2023-03-25	category_gaming	422	339	70
2023-03-25	category_electronics	482	273	43
2023-03-25	landing_campaign	261	177	74
2023-03-26	home	3756	2217	70
2023-03-26	product_page	963	738	51
2023-03-26	blog_post	575	471	118
2023-03-26	pricing	298	154	66
2023-03-26	about	170	114	68
2023-03-26	contact	95	78	60
2023-03-26	faq	121	81	52
2023-03-26	category_gaming	383	318	55
2023-03-26	category_electronics	488	265	47
2023-03-26	landing_campaign	238	190	72
2023-03-27	home	6218	4264	39
2023-03-27	product_page	1367	743	50
2023-03-27	blog_post	763	542	99
2023-03-27	pricing	533	321	46
2023-03-27	about	207	153	34
2023-03-27	contact	105	61	57
2023-03-27	faq	173	127	67
2023-03-27	category_gaming	556	338	67
2023-03-27	category_electronics	740	398	63
2023-03-27	landing_campaign	312	277	34
2023-03-28	home	5667	2775	48
2023-03-28	product_page	1660	1248	50
2023-03-28	blog_post	652	390	106
2023-03-28	pricing	395	253	50
2023-03-28	about	194	141	44
2023-03-28	contact	114	49	65
2023-03-28	faq	155	108	55
2023-03-28	category_gaming	828	441	78
2023-03-28	category_electronics	885	666	42
2023-03-28	landing_campaign	258	138	73
2023-03-29	home	6500	5676	64
2023-03-29	product_page	1309	908	64
2023-03-29	blog_post	1044	630	137
2023-03-29	pricing	454	239	56
2023-03-29	about	244	146	59
2023-03-29	contact	106	78	66
2023-03-29	faq	168	74	57
2023-03-29	category_gaming	708	436	62
2023-03-29	category_electronics	737	561	35
2023-03-29	landing_campaign	339	239	58
2023-03-30	home	4546	3441	70
2023-03-30	product_page	1426	580	68
2023-03-30	blog_post	796	426	109
2023-03-30	pricing	566	398	55
2023-03-30	about	205	179	63
2023-03-30	contact	119	96	66
2023-03-30	faq	171	85	71
2023-03-30	category_gaming	820	630	70
2023-03-30	category_electronics	699	409	60
2023-03-30	landing_campaign	346	231	71
2023-03-31	home	4975	4217	39
2023-03-31	product_page	1578	989	69
2023-03-31	blog_post	721	542	130
2023-03-31	pricing	341	247	29
2023-03-31	about	207	128	72
2023-03-31	contact	101	65	60
2023-03-31	faq	156	113	81
2023-03-31	category_gaming	605	290	52
2023-03-31	category_electronics	883	712	65
2023-03-31	landing_campaign	303	165	64
2023-04-01	home	3214	2113	47
2023-04-01	product_page	625	360	67
2023-04-01	blog_post	658	364	128
2023-04-01	pricing	254	165	39
2023-04-01	about	148	100	47
2023-04-01	contact	60	49	60
2023-04-01	faq	131	108	67
2023-04-01	category_gaming	433	305	83
2023-04-01	category_electronics	575	281	46
2023-04-01	landing_campaign	194	89	71
2023-04-02	home	4402	2894	73
2023-04-02	product_page	882	509	66
2023-04-02	blog_post	594	391	115
2023-04-02	pricing	241	103	68
2023-04-02	about	121	61	51
2023-04-02	contact	78	52	66
2023-04-02	faq	87	58	31
2023-04-02	category_gaming	535	259	75
2023-04-02	category_electronics	325	271	60
2023-04-02	landing_campaign	249	113	93
2023-04-03	home	4960	2820	63
2023-04-03	product_page	1472	740	47
2023-04-03	blog_post	1040	522	116
2023-04-03	pricing	275	112	63
2023-04-03	about	320	228	43
2023-04-03	contact	96	38	72
2023-04-03	faq	180	147	86
2023-04-03	category_gaming	728	467	65
2023-04-03	category_electronics	939	587	50
2023-04-03	landing_campaign	362	304	55
2023-04-04	home	5068	3009	59
2023-04-04	product_page	1325	888	74
2023-04-04	blog_post	837	491	123
2023-04-04	pricing	440	395	80
2023-04-04	about	165	84	69
2023-04-04	contact	93	40	37
2023-04-04	faq	157	119	26
2023-04-04	category_gaming	824	333	74
2023-04-04	category_electronics	885	568	42
2023-04-04	landing_campaign	359	155	82
2023-04-05	home	6155	4868	81
2023-04-05	product_page	1538	1013	69
2023-04-05	blog_post	978	694	107
2023-04-05	pricing	410	203	67
2023-04-05	about	240	204	66
2023-04-05	contact	124	90	81
2023-04-05	faq	177	126	74
2023-04-05	category_gaming	681	516	41
2023-04-05	category_electronics	703	391	50
2023-04-05	landing_campaign	306	187	49
2023-04-06	home	5773	2851	73
2023-04-06	product_page	1428	844	52
2023-04-06	blog_post	992	791	135
2023-04-06	pricing	524	278	43
2023-04-06	about	236	132	68
2023-04-06	contact	101	75	50
2023-04-06	faq	184	97	39
2023-04-06	category_gaming	799	630	68
2023-04-06	category_electronics	722	320	68
2023-04-06	landing_campaign	296	182	81
2023-04-07	home	6062	2542	36
2023-04-07	product_page	1126	955	77
2023-04-07	blog_post	876	745	130
2023-04-07	pricing	428	294	69
2023-04-07	about	256	212	69
2023-04-07	contact	113	52	52
2023-04-07	faq	171	135	57
2023-04-07	category_gaming	503	365	69
2023-04-07	category_electronics	881	688	79
2023-04-07	landing_campaign	401	285	90
2023-04-08	home	3983	2750	75
2023-04-08	product_page	1166	693	52
2023-04-08	blog_post	660	570	99
2023-04-08	pricing	297	197	68
2023-04-08	about	168	117	73
2023-04-08	contact	76	56	50
2023-04-08	faq	96	83	82
2023-04-08	category_gaming	460	342	40
2023-04-08	category_electronics	619	332	80
2023-04-08	landing_campaign	244	170	44
2023-04-09	home	4164	2613	46
2023-04-09	product_page	1053	510	67
2023-04-09	blog_post	757	620	132
2023-04-09	pricing	262	157	105
2023-04-09	about	159	85	42
2023-04-09	contact	78	54	71
2023-04-09	faq	107	44	57
2023-04-09	category_gaming	404	284	57
2023-04-09	category_electronics	446	370	69
2023-04-09	landing_campaign	224	172	63
2023-04-10	home	6533	5870	50
2023-04-10	product_page	1442	912	61
2023-04-10	blog_post	850	754	117
2023-04-10	pricing	484	420	64
2023-04-10	about	223	97	48
2023-04-10	contact	103	65	49
2023-04-10	faq	160	77	55
2023-04-10	category_gaming	514	410	53
2023-04-10	category_electronics	660	340	44
2023-04-10	landing_campaign	325	187	51
2023-04-11	home	37555	8130	62
2023-04-11	product_page	1303	744	64
2023-04-11	blog_post	917	505	107
2023-04-11	pricing	554	259	64
2023-04-11	about	236	111	100
2023-04-11	contact	90	57	71
2023-04-11	faq	170	94	47
2023-04-11	category_gaming	568	433	25
2023-04-11	category_electronics	1028	810	72
2023-04-11	landing_campaign	324	216	72
2023-04-12	home	5519	2746	72
2023-04-12	product_page	1735	1121	58
2023-04-12	blog_post	1093	634	119
2023-04-12	pricing	441	248	75
2023-04-12	about	284	131	55
2023-04-12	contact	119	82	41
2023-04-12	faq	230	118	57
2023-04-12	category_gaming	473	345	72
2023-04-12	category_electronics	832	409	43
2023-04-12	landing_campaign	298	146	49
2023-04-13	home	5286	4564	72
2023-04-13	product_page	1396	658	66
2023-04-13	blog_post	1089	635	112
2023-04-13	pricing	468	384	47
2023-04-13	about	212	156	67
2023-04-13	contact	103	86	49
2023-04-13	faq	151	60	46
2023-04-13	category_gaming	721	514	65
2023-04-13	category_electronics	729	458	66
2023-04-13	landing_campaign	308	198	56
2023-04-14	home	4950	2569	49
2023-04-14	product_page	1367	865	73
2023-04-14	blog_post	837	538	126
2023-04-14	pricing	594	534	38
2023-04-14	about	212	172	80
2023-04-14	contact	104	68	43
2023-04-14	faq	192	125	63
2023-04-14	category_gaming	623	260	60
2023-04-14	category_electronics	554	454	85
2023-04-14	landing_campaign	265	112	55
2023-04-15	home	3511	2472	64
2023-04-15	product_page	808	476	51
2023-04-15	blog_post	572	443	138
2023-04-15	pricing	322	166	53
2023-04-15	about	169	146	87
2023-04-15	contact	69	28	57
2023-04-15	faq	116	91	79
2023-04-15	category_gaming	412	171	41
2023-04-15	category_electronics	544	471	63
2023-04-15	landing_campaign	254	187	38
2023-04-16	home	4340	3791	53
2023-04-16	product_page	967	520	68
2023-04-16	blog_post	695	622	142
2023-04-16	pricing	257	112	40
2023-04-16	about	115	65	54
2023-04-16	contact	71	61	42
2023-04-16	faq	120	57	42
2023-04-16	category_gaming	456	296	67
2023-04-16	category_electronics	522	381	35
2023-04-16	landing_campaign	258	177	72
2023-04-17	home	4940	2969	86
2023-04-17	product_page	1326	988	68
2023-04-17	blog_post	807	397	110
2023-04-17	pricing	403	328	31
2023-04-17	about	242	161	51
2023-04-17	contact	114	62	32
2023-04-17	faq	137	66	89
2023-04-17	category_gaming	703	598	44
2023-04-17	category_electronics	959	699	47
2023-04-17	landing_campaign	444	377	72
2023-04-18	home	4330	1755	45
2023-04-18	product_page	1479	668	67
2023-04-18	blog_post	765	351	156
2023-04-18	pricing	471	362	49
2023-04-18	about	232	154	56
2023-04-18	contact	85	73	68
2023-04-18	faq	123	52	47
2023-04-18	category_gaming	704	442	55
2023-04-18	category_electronics	873	459	39
2023-04-18	landing_campaign	248	201	75
2023-04-19	home	5679	3267	79
2023-04-19	product_page	1621	914	52
2023-04-19	blog_post	711	583	77
2023-04-19	pricing	422	339	40
2023-04-19	about	216	135	77
2023-04-19	contact	122	56	57
2023-04-19	faq	177	117	66
2023-04-19	category_gaming	688	415	52
2023-04-19	category_electronics	861	762	45
2023-04-19	landing_campaign	434	188	67
2023-04-20	home	4928	3481	56
2023-04-20	product_page	1419	622	67
2023-04-20	blog_post	1020	613	89
2023-04-20	pricing	488	344	66
2023-04-20	about	182	82	49
2023-04-20	contact	96	70	33
2023-04-20	faq	158	94	63
2023-04-20	category_gaming	652	530	54
2023-04-20	category_electronics	795	384	52
2023-04-20	landing_campaign	353	182	75
2023-04-21	home	7276	6396	60
2023-04-21	product_page	1455	1261	56
2023-04-21	blog_post	952	680	130
2023-04-21	pricing	562	374	51
2023-04-21	about	205	156	87
2023-04-21	contact	110	89	64
2023-04-21	faq	203	124	62
2023-04-21	category_gaming	767	403	56
2023-04-21	category_electronics	799	524	78
2023-04-21	landing_campaign	380	213	33
2023-04-22	home	3785	2892	66
2023-04-22	product_page	1102	884	42
2023-04-22	blog_post	602	476	128
2023-04-22	pricing	310	226	54
2023-04-22	about	136	118	65
2023-04-22	contact	81	41	42
2023-04-22	faq	122	74	31
2023-04-22	category_gaming	438	266	54
2023-04-22	category_electronics	568	251	63
2023-04-22	landing_campaign	201	82	56
2023-04-23	home	4444	2139	84
2023-04-23	product_page	869	724	52
2023-04-23	blog_post	601	255	131
2023-04-23	pricing	311	185	52
2023-04-23	about	155	62	53
2023-04-23	contact	69	28	75
2023-04-23	faq	85	75	82
2023-04-23	category_gaming	340	256	65
2023-04-23	category_electronics	575	337	55
2023-04-23	landing_campaign	208	127	61
2023-04-24	home	6133	3141	67
2023-04-24	product_page	1514	1309	51
2023-04-24	blog_post	906	515	106
2023-04-24	pricing	507	215	48
2023-04-24	about	129	73	54
2023-04-24	contact	126	60	24
2023-04-24	faq	207	161	64
2023-04-24	category_gaming	673	359	57
2023-04-24	category_electronics	666	492	33
2023-04-24	landing_campaign	426	211	47
2023-04-25	home	4621	3895	71
2023-04-25	product_page	1317	678	69
2023-04-25	blog_post	718	528	112
2023-04-25	pricing	496	402	74
2023-04-25	about	192	147	55
2023-04-25	contact	139	74	42
2023-04-25	faq	195	162	87
2023-04-25	category_gaming	662	469	32
2023-04-25	category_electronics	620	350	31
2023-04-25	landing_campaign	404	202	63
2023-04-26	home	5919	4804	66
2023-04-26	product_page	1687	688	64
2023-04-26	blog_post	789	617	109
2023-04-26	pricing	501	226	54
2023-04-26	about	261	146	66
2023-04-26	contact	130	91	85
2023-04-26	faq	191	117	86
2023-04-26	category_gaming	786	403	48
2023-04-26	category_electronics	679	483	71
2023-04-26	landing_campaign	303	130	70
2023-04-27	home	6005	4952	45
2023-04-27	product_page	1323	1143	28
2023-04-27	blog_post	863	351	89
2023-04-27	pricing	447	185	55
2023-04-27	about	193	130	88
2023-04-27	contact	105	76	46
2023-04-27	faq	177	120	74
2023-04-27	category_gaming	611	271	60
2023-04-27	category_electronics	604	518	75
2023-04-27	landing_campaign	290	219	55
2023-04-28	home	5957	4461	32
2023-04-28	product_page	1405	1037	62
2023-04-28	blog_post	972	532	122
2023-04-28	pricing	505	362	42
2023-04-28	about	222	169	60
2023-04-28	contact	135	91	41
2023-04-28	faq	150	67	54
2023-04-28	category_gaming	612	367	64
2023-04-28	category_electronics	913	419	70
2023-04-28	landing_campaign	278	112	48
2023-04-29	home	4514	3966	62
2023-04-29	product_page	1005	444	101
2023-04-29	blog_post	416	292	133
2023-04-29	pricing	243	108	51
2023-04-29	about	139	67	55
2023-04-29	contact	76	50	64
2023-04-29	faq	137	77	65
2023-04-29	category_gaming	404	297	35
2023-04-29	category_electronics	444	207	77
2023-04-29	landing_campaign	198	136	64
2023-04-30	home	4474	3475	75
2023-04-30	product_page	921	704	76
2023-04-30	blog_post	505	208	126
2023-04-30	pricing	286	202	33
2023-04-30	about	145	67	66
2023-04-30	contact	106	71	50
2023-04-30	faq	118	79	46
2023-04-30	category_gaming	506	409	40
2023-04-30	category_electronics	537	399	51
2023-04-30	landing_campaign	201	142	43
2023-05-01	home	7282	4241	68
2023-05-01	product_page	1301	643	92
2023-05-01	blog_post	1011	585	146
2023-05-01	pricing	443	346	57
2023-05-01	about	198	146	78
2023-05-01	contact	142	89	51
2023-05-01	faq	194	101	57
2023-05-01	category_gaming	728	644	45
2023-05-01	category_electronics	749	426	57
2023-05-01	landing_campaign	286	208	60
2023-05-02	home	4862	2224	34
2023-05-02	product_page	1366	810	74
2023-05-02	blog_post	840	608	149
2023-05-02	pricing	482	422	67
2023-05-02	about	232	162	42
2023-05-02	contact	85	48	82
2023-05-02	faq	168	80	45
2023-05-02	category_gaming	616	264	70
2023-05-02	category_electronics	1090	911	77
2023-05-02	landing_campaign	255	204	73
2023-05-03	home	5160	3523	61
2023-05-03	product_page	1367	749	72
2023-05-03	blog_post	930	573	118
2023-05-03	pricing	417	362	62
2023-05-03	about	253	205	82
2023-05-03	contact	116	82	47
2023-05-03	faq	189	101	68
2023-05-03	category_gaming	764	320	47
2023-05-03	category_electronics	877	605	22
2023-05-03	landing_campaign	362	231	67
2023-05-04	home	5284	3275	53
2023-05-04	product_page	1143	488	82
2023-05-04	blog_post	1059	626	123
2023-05-04	pricing	449	190	38
2023-05-04	about	250	173	66
2023-05-04	contact	137	92	51
2023-05-04	faq	188	148	76
2023-05-04	category_gaming	544	478	86
2023-05-04	category_electronics	1103	562	73
2023-05-04	landing_campaign	411	202	89
2023-05-05	home	6008	4697	50
2023-05-05	product_page	1084	794	61
2023-05-05	blog_post	925	445	107
2023-05-05	pricing	433	256	51
2023-05-05	about	230	150	51
2023-05-05	contact	75	61	54
2023-05-05	faq	176	75	42
2023-05-05	category_gaming	718	490	48
2023-05-05	category_electronics	842	740	75
2023-05-05	landing_campaign	464	196	68
2023-05-06	home	3652	1771	56
2023-05-06	product_page	709	410	61
2023-05-06	blog_post	719	315	88
2023-05-06	pricing	261	168	86
2023-05-06	about	148	84	59
2023-05-06	contact	79	60	67
2023-05-06	faq	101	52	36
2023-05-06	category_gaming	514	346	75
2023-05-06	category_electronics	615	268	59
2023-05-06	landing_campaign	203	160	40
2023-05-07	home	3946	2021	60
2023-05-07	product_page	725	644	34
2023-05-07	blog_post	674	382	111
2023-05-07	pricing	287	197	83
2023-05-07	about	167	139	67
2023-05-07	contact	80	37	54
2023-05-07	faq	140	84	26
2023-05-07	category_gaming	481	224	60
2023-05-07	category_electronics	469	218	84
2023-05-07	landing_campaign	283	181	42
2023-05-08	home	4264	2971	44
2023-05-08	product_page	1161	738	63
2023-05-08	blog_post	1236	624	143
2023-05-08	pricing	555	378	50
2023-05-08	about	266	181	43
2023-05-08	contact	129	90	72
2023-05-08	faq	146	77	59
2023-05-08	category_gaming	897	589	37
2023-05-08	category_electronics	595	456	59
2023-05-08	landing_campaign	356	309	54
2023-05-09	home	5780	2576	40
2023-05-09	product_page	1591	960	91
2023-05-09	blog_post	1076	536	120
2023-05-09	pricing	536	374	62
2023-05-09	about	224	173	79
2023-05-09	contact	120	58	72
2023-05-09	faq	154	80	50
2023-05-09	category_gaming	760	527	32
2023-05-09	category_electronics	1060	467	41
2023-05-09	landing_campaign	273	147	61
2023-05-10	home	6973	2837	54
2023-05-10	product_page	1694	1354	77
2023-05-10	blog_post	1265	925	97
2023-05-10	pricing	504	452	62
2023-05-10	about	200	167	75
2023-05-10	contact	112	57	66
2023-05-10	faq	230	119	60
2023-05-10	category_gaming	789	438	71
2023-05-10	category_electronics	656	582	53
2023-05-10	landing_campaign	382	210	62
2023-05-11	home	6491	4841	71
2023-05-11	product_page	1391	647	66
2023-05-11	blog_post	1109	762	133
2023-05-11	pricing	471	261	38
2023-05-11	about	302	233	45
2023-05-11	contact	108	57	38
2023-05-11	faq	192	164	50
2023-05-11	category_gaming	847	718	49
2023-05-11	category_electronics	781	685	65
2023-05-11	landing_campaign	272	117	42
2023-05-12	home	5006	2624	59
2023-05-12	product_page	1620	1357	51
2023-05-12	blog_post	1051	870	113
2023-05-12	pricing	430	320	66
2023-05-12	about	240	135	65
2023-05-12	contact	156	102	60
2023-05-12	faq	166	132	49
2023-05-12	category_gaming	691	505	65
2023-05-12	category_electronics	913	796	68
2023-05-12	landing_campaign	396	184	53
2023-05-13	home	4525	3343	73
2023-05-13	product_page	1018	493	54
2023-05-13	blog_post	634	404	117
2023-05-13	pricing	297	143	75
2023-05-13	about	161	79	78
2023-05-13	contact	79	55	87
2023-05-13	faq	140	114	57
2023-05-13	category_gaming	428	350	64
2023-05-13	category_electronics	649	377	75
2023-05-13	landing_campaign	247	112	69
2023-05-14	home	4468	1892	56
2023-05-14	product_page	951	680	62
2023-05-14	blog_post	540	470	107
2023-05-14	pricing	360	214	49
2023-05-14	about	166	97	60
2023-05-14	contact	62	40	41
2023-05-14	faq	135	88	57
2023-05-14	category_gaming	390	347	60
2023-05-14	category_electronics	533	389	58
2023-05-14	landing_campaign	180	109	86
2023-05-15	home	5331	4318	68
2023-05-15	product_page	1200	754	87
2023-05-15	blog_post	1061	696	107
2023-05-15	pricing	533	478	34
2023-05-15	about	263	150	58
2023-05-15	contact	92	36	53
2023-05-15	faq	157	72	67
2023-05-15	category_gaming	721	623	55
2023-05-15	category_electronics	700	459	57
2023-05-15	landing_campaign	287	203	37
2023-05-16	home	5363	2240	64
2023-05-16	product_page	1388	1112	53
2023-05-16	blog_post	843	621	90
2023-05-16	pricing	550	458	60
2023-05-16	about	244	156	59
2023-05-16	contact	121	108	35
2023-05-16	faq	150	60	79
2023-05-16	category_gaming	555	449	52
2023-05-16	category_electronics	946	378	52
2023-05-16	landing_campaign	296	152	48
2023-05-17	home	4317	2627	67
2023-05-17	product_page	1605	1368	55
2023-05-17	blog_post	647	293	118
2023-05-17	pricing	395	221	44
